category,category_id,class_number,comment,post_id,post_name,title,youtube
שיעורים בהנדסה/גאומטריה,ch-050-handasa-vav,,הפירמידה - גוף בעל בסיס אחד שהוא מצולע כלשהו. מספר הפאות בפירמידה כמספר הצלעות בבסיס בתוספת פאת הבסיס קודקוד הפירמידה - פאות הפירמידה נטויות ונפגשות בנקודה אחת. גובה הפירמידה - הקו היורד מקודקוד הפירמידה וניצב לבסיס.,6315,כיתה-ו-שיעור-14-הסבר-על-הפירמידה,כיתה ו - שיעור 14 א - הסבר על הפירמידה,http://www.youtube.com/watch?v=w4ilRV0WXGQ
שיעורים בהנדסה/גאומטריה,ch-050-handasa-vav,,"נלמד על יחידות אורך, שטח ונפח. נפתור תרגילים בנושא.",6317,כיתה-ו-שיעור-15-תרגילים-בנושא-מידות,כיתה ו - שיעור 15 - תרגילים בנושא מידות,http://www.youtube.com/watch?v=vUKT8Q6US4w
שיעורים בהנדסה/גאומטריה,ch-050-handasa-vav,,נפתור תרגילים בנושא נפחים עם שימוש בנוסחת נפח תיבה אורך*רוחב*גובה,6319,כיתה-ו-שיעור-17-תרגילים-בנושא-נפחים,כיתה ו - שיעור 17 - תרגילים בנושא נפחים,http://www.youtube.com/watch?v=IrHPcmk1g88
שיעורים בהנדסה/גאומטריה,ch-050-handasa-vav,,"נתון נפח תיבה, אורכה וגובהה  ונשאל מהו רוחבה.",6321,כיתה-ו-שיעור-18-תרגילים-בנושא-נפחים,כיתה ו - שיעור 18 - תרגילים בנושא נפחים,http://www.youtube.com/watch?v=yCeRoekmUY8
שיעורים בהנדסה/גאומטריה,ch-050-handasa-vav,,"נעשה שימוש בחלק מכמות, כדי לפתור בעיית נפחים.",6323,כיתה-ו-שיעור-19-תרגילים-בנושא-מידות-ונפח,כיתה ו - שיעור 19 - תרגילים בנושא מידות ונפחים,http://www.youtube.com/watch?v=dX-9T03sQhU
שיעורים בהנדסה/גאומטריה,ch-050-handasa-vav,,נפתור שאלה של מספר  תיבות שנכנסות בתוך ארגז בצורת תיבה,6325,כיתה-ו-שיעור-20-תרגילים-בנושא-מידות-ונפח-2,כיתה ו - שיעור 20 - תרגילים בנושא מידות ונפחים,http://www.youtube.com/watch?v=_u0OzHOZ0b8
מבחנים בחשבון,ch-040-tests-heshbon-vav,,"ראשית פותרים את מה שיש בסוגריים, כפל וחילוק קודם לחיבור וחיסור.",6880,כיתה-ו-שיעור-01-ב-מפמר-תשסו-סדר-פעולות-ח,כיתה ו - שיעור 01 ב - מפמ''ר תשס''ו - סדר פעולות חשבון,https://www.youtube.com/watch?v=gsLulgicsts
מבחנים בהנדסה/גאומטריה,ch-060-tests-handasa-vav,,נמצא את תכונות התיבה בה המקצועות הצדדיים מאונכים לבסיסים.,6947,כיתה-ו-שיעור-08-מפמר-תשסו-גאומטריה-תיב,כיתה ו - שיעור 08 - מפמ''ר תשס''ו - גאומטריה - תיבה,http://www.youtube.com/watch?v=IFF0g6O6OzU
מבחנים בהנדסה/גאומטריה,ch-060-tests-handasa-vav,,"הפירמידה המשוכללת מורכבת ממצולע הבסיס שהוא משולש שווה צלעות ומ – 3 פאות משולשות, הנוצרות על ידי קטעים המחברים את קודקוד הפירמידה, עם 2 קודקודים סמוכים בבסיסה.",6950,כיתה-ו-שיעור-09-מפמר-תשסו-גאומטריה-פיר,כיתה ו - שיעור 09 - מפמ''ר תשס''ו - גאומטריה - פירמידה,http://www.youtube.com/watch?v=v1MEJzxReQI
שיעורים בהנדסה/גאומטריה,ch-050-handasa-vav,,מקצועות צדדיים – קטעים המחברים את קודקוד הפירמידה עם קודקודי הבסיס.  קודקוד מרכזי – נקודת המפגש של כל המקצועות הצדדיים של הפירמידה.  קודקודי הבסיס - נקודת המפגש של 3 צלעות/מקצועות (2 צלעות הבסיס + צלע/מקצוע הפאה.)  מספר קודקודי הפירמידה – קודקוד מרכזי + קודקודי הבסיס.,7215,כיתה-ו-שיעור-14-ב-הפירמידה-תרגילים,כיתה ו - שיעור 14 ב - הפירמידה - תרגילים,http://www.youtube.com/watch?v=BoJa3C4B86M
מבחנים בחשבון,ch-040-tests-heshbon-vav,,פתרונות למבחן מפמ''ר תשס''ו,1115,כיתה-ו-שיעור-03-א-מפמר-תשסו-שאלות-מילול,כיתה ו - שיעור 03 א - מפמ''ר תשס''ו - שאלות מילוליות - תנועה,https://www.youtube.com/watch?v=Uo2tEd3DhhI
מבחנים בחשבון,ch-040-tests-heshbon-vav,,פתרונות למבחן מפמ''ר תשס''ו,1117,כיתה-ו-שיעור-04-ב-מפמר-תשסו-מספרים-עשרו,כיתה ו - שיעור 04 ב - מפמ''ר תשס''ו - מספרים עשרוניים,https://www.youtube.com/watch?v=cGo0nNqeyyU
מבחנים בחשבון,ch-040-tests-heshbon-vav,,פתרונות למבחן מפמ''ר תשס''ו,1119,כיתה-ו-שיעור-05-א-מפמר-תשסו-מספרים-עשרו,כיתה ו - שיעור 05 א - מפמ''ר תשס''ו - מספרים עשרוניים,http://www.youtube.com/watch?v=rDJbVssoYdM
מבחנים בחשבון,ch-040-tests-heshbon-vav,,פתרונות למבחן מפמ''ר תשס''ו,1121,כיתה-ו-שיעור-07-א-מפמר-תשסו-שאלה-מילולי,כיתה ו - שיעור 07 א - מפמ''ר תשס''ו - שאלה מילולית - יחס,http://www.youtube.com/watch?v=OhocMQikjv4
מבחנים בחשבון,ch-040-tests-heshbon-vav,,פתרונות למבחן מפמ''ר תשס''ו,1123,כיתה-ו-שיעור-07-ב-מפמר-תשסו-שאלה-מילולי,כיתה ו - שיעור 07 ב - מפמ''ר תשס''ו - שאלה מילולית,http://www.youtube.com/watch?v=_qczBfhGkAY
מבחנים בחשבון,ch-040-tests-heshbon-vav,,פתרונות למבחן מפמ''ר תשס''ו,1125,כיתה-ו-שיעור-08-א-מפמר-תשסו-שאלות-מילול,כיתה ו - שיעור 08 א - מפמ''ר תשס''ו - שאלות מילוליות - שברים,http://www.youtube.com/watch?v=umzehpQtvHk
מבחנים בחשבון,ch-040-tests-heshbon-vav,,פתרונות למבחן מפמ''ר תשס''ו,1127,שיעור-09-מפמר-תשסו-שאלות-מילוליות-עם-מ,כיתה ו - שיעור 09 - מפמ''ר תשס''ו - שאלות מילוליות עם מספרים עשרוניים,http://www.youtube.com/watch?v=QODN_zdXouk
מבחנים בחשבון,ch-040-tests-heshbon-vav,,פתרונות למבחן מפמ''ר תשס''ו,1129,כיתה-ו-שיעור-10-פתרונות-למבחן-מפמר-תשס,כיתה ו - שיעור 10 - מפמ''ר תשס''ו - שאלה מילולית,http://www.youtube.com/watch?v=Lzmo7NGQyHY
מבחנים בחשבון,ch-040-tests-heshbon-vav,,פתרונות למבחן מפמ''ר תשס''ו,1131,כיתה-ו-שיעור-11-פתרונות-למבחן-מפמר-תשס,כיתה ו - שיעור 11 - מפמ''ר תשס''ו - שאלה מילולית,http://www.youtube.com/watch?v=aE8YM3wtgvY
אלגברה שיעורים,ch-40-algebra-zain,,"נפתור תרגילים המורכבים מחיבור וחיסור וכפל וחילוק ללא סוגריים,",1152,ככיתה-ז-שיעור-01-סדר-פעולות-החשבון,כיתה ז - שיעור 01 א - סדר פעולות החשבון ללא סוגריים,http://www.youtube.com/watch?v=7VLhNxVHNrw
מבחנים בחשבון,ch-040-tests-heshbon-vav,,פעולות הכפל והחילוק קודמים לפעולות החיבור והחיסור,6882,כיתה-ו-שיעור-01-ג-מפמר-תשסו-סדר-פעולות-ח,כיתה ו - שיעור 01 ג - מפמ''ר תשס''ו - סדר פעולות חשבון,https://www.youtube.com/watch?v=5mq7-wAXwMA
מבחנים בחשבון,ch-040-tests-heshbon-vav,,פעולות הכפל והחילוק קודמים לפעולות החיבור והחיסור,6884,כיתה-ו-שיעור-01-ד-מפמר-תשסו-סדר-פעולות-ח,כיתה ו - שיעור 01 ד - מפמ''ר תשס''ו - סדר פעולות חשבון,https://www.youtube.com/watch?v=_y-yzQxBYuE
מבחנים בחשבון,ch-040-tests-heshbon-vav,,נלמד כיצד להסתכל על משוואה ולהשוות את 2 האגפים.,6886,כיתה-ו-שיעור-02-א-מפמר-תשסו-משוואות,כיתה ו - שיעור 02 א - מפמ''ר תשס''ו - משוואות,https://www.youtube.com/watch?v=cnAcpFMpMqY
מבחנים בחשבון,ch-040-tests-heshbon-vav,,ממוצע הוא היחס בין סך כל הנתונים ומספר הנתונים.,6888,כיתה-ו-שיעור-02-ב-מפמר-תשסו-שאלה-מילולי,כיתה ו - שיעור 02 ב - מפמ''ר תשס''ו - שאלה מילולית - ממוצע,https://www.youtube.com/watch?v=qr_uiuMHhCA
מבחנים בחשבון,ch-040-tests-heshbon-vav,,הפיכת מספר עשרוני לשבר פשוט  והפיכת שבר למספר עשרוני.,6894,כיתה-ו-שיעור-04-א-מפמר-תשסו-מספרים-עשרו,כיתה ו - שיעור 04 א - מפמ''ר תשס''ו - מספרים עשרוניים,https://www.youtube.com/watch?v=k3_LIrTA8U4
מבחנים בחשבון,ch-040-tests-heshbon-vav,,נפתור תרגילים בנושא חיבור וכפל מספר מעורב,6917,כיתה-ו-שיעור-05-ב-מפמר-תשסו-חיבור-וכפל-מ,כיתה ו - שיעור 05 ב - מפמ''ר תשס''ו - חיבור וכפל מספר מעורב,http://www.youtube.com/watch?v=kQzSMr1zN-k
מבחנים בחשבון,ch-040-tests-heshbon-vav,,נשווה שבר לשברים אחרים על ידי השוואתם לחצי.,6919,כיתה-ו-שיעור-05-ג-מפמר-תשסו-השוואת-שברי,כיתה ו - שיעור 05 ג - מפמ''ר תשס''ו - השוואת שברים,http://www.youtube.com/watch?v=b34XXmldsfo
מבחנים בחשבון,ch-040-tests-heshbon-vav,,נמצא את המספר העשרוני החסר במשוואה הנתונה,6921,כיתה-ו-שיעור-06-א-מפמר-תשסו-משוואות-מספ,כיתה ו - שיעור 06 א - מפמ''ר תשס''ו - משוואות מספרים עשרוניים,http://www.youtube.com/watch?v=vPwskxfl_KU
מבחנים בחשבון,ch-040-tests-heshbon-vav,,נמצא את המספר העשרוני החסר במשוואה,6923,כיתה-ו-שיעור-06-ב-מפמר-תשסו-משוואות-מספ,כיתה ו - שיעור 06 ב - מפמ''ר תשס''ו - משוואות מספרים עשרוניים,http://www.youtube.com/watch?v=C0PDgf5qevk
מבחנים בחשבון,ch-040-tests-heshbon-vav,,נסביר מהו אחוז ונמצא פתרון לשאלה.,6933,כיתה-ו-שיעור-08-ב-מפמר-תשסו-שאלה-מילולי,כיתה ו - שיעור 08 ב - מפמ''ר תשס''ו - שאלה מילולית - אחוזים,http://www.youtube.com/watch?v=tXt66kwRiBs
אלגברה שיעורים,ch-40-algebra-zain,,"נפתור תרגילים המורכבים מחיבור וחיסור וכפל וחילוק עם סוגריים, עם מספרים שלמים, מספרים עשרוניים ושברים תוך שמירה על כללי סדר הפעולות: קודם כל פותרים את מה שיש בתוך הסוגריים ואח''כ לפי הכלל שכפל וחילוק קודמים לחיבור וחיסור.",1154,כיתה-ז-שיעור-02א-שימוש-בסוגריים,כיתה ז - שיעור 02 א - סדר פעולות חשבון עם סוגריים,http://www.youtube.com/watch?v=pMUVsZUkHKk
אלגברה שיעורים,ch-40-algebra-zain,,נפתור תרגילים שמכילים קו שבר עם הכללים שנלמדו על סדר הפעולות. ראשית נפתור את פעולות החשבון שיש במונה לפי הכללים של ראשית פותרים את מה שיש בתוך הסוגריים ואח''כ פעולות הכפל והחילוק קודמים לחיבור וחיסור; ואח''כ פותרים את כל הפעולות שיש במכנה לפי הכללים הנ''ל. חלוקה של המונה במכנה ייתן את התוצאה הסופית.,1158,כיתה-ז-שיעור-03-שימוש-בקו-שבר,כיתה ז - שיעור 03 -שימוש בקו שבר,http://www.youtube.com/watch?v=n6H-hT8c3nY
אלגברה שיעורים,ch-40-algebra-zain,,נפתור תרגילים עם שברים פשוטים ועשרוניים ונפעל לפי הכללים שלמדנו בעבר: ראשית פותרים את מה שיש בתוך הסוגרים ואח''כ פעולות הכפל והחילוק קודמות לפעולות החיבור והחיסור.,1161,כיתה-ז-שיעור-04-שימוש-בשברים-עשרוניים,כיתה ז - שיעור 04 - שימוש בשברים עשרוניים,http://www.youtube.com/watch?v=PmJANwweAiE
אלגברה שיעורים,ch-40-algebra-zain,,"נפתור תרגילים בהתאם לכללי סדר פעולות החשבון שנלמדו בעבר, בתוספת הכלל שכאשר יש יותר מסוגריים אחד, פותרים תחילה את פעולות החשבון שיש בתוך הסוגריים הפנימיים ביותר ואח''כ את הסוגריים החיצוניים וכן הלאה.",1164,כיתה-ז-שיעור-05-שימוש-בסוגריים-מרובים,כיתה ז - שיעור 05 - שימוש בסוגריים מרובים,http://www.youtube.com/watch?v=LXPYstgC2aw
אלגברה שיעורים,ch-40-algebra-zain,,"נלמד על נושא חוקיות בסדרות. נסביר את הקשר בין איבר בסדרה לאיבר עוקב או קודם לו. נלמד כיצד לזהות מיהו האיבר הראשון, השלישי וכדומה.",1166,כיתה-ז-שיעור-06-חוקיות-בסדרות,כיתה ז - שיעור 06 א - חוקיות בסדרות,http://www.youtube.com/watch?v=-QXHep2dxhs
אלגברה שיעורים,ch-40-algebra-zain,,"נתון מקום האיבר בסדרה ואנו מתבקשים למצוא את ערך איבר הסדרה שבה יש חוקיות קבועה. כמו כן כאשר נתונה נוסחת הסדרה, נפתור תרגילים על מציאת ערך האיבר במקום נתון בסדרה וכן כאשר נתון ערך איבר הסדרה, נלמד למצוא את מקומו בסדרה.",1168,כיתה-ז-שיעור-07-אברי-הסדרה,כיתה ז - שיעור 07 - איברי הסדרה,http://www.youtube.com/watch?v=07z2V3AEN4E
אלגברה שיעורים,ch-40-algebra-zain,,נסביר מהו המשתנה וכיצד משתמשים בו בביטוי אלגברי המבטא את חוק/נוסחת הסדרה.,1170,כיתה-ז-שיעור-08ב-הסבר-על-המשתנה,כיתה ז - שיעור 08 ב - הסבר על המשתנה,http://www.youtube.com/watch?v=5xhGk-2IadA
אלגברה שיעורים,ch-40-algebra-zain,,נלמד על הקשר בין 2 איברים עוקבים בסדרה. נמצא מה משותף לכל איברי הסדרה. נלמד כיצד אפשר למצוא בקלות איזה מספר יעמוד במקום מסויים בעזרת נוסחת הסדרה.,1173,כיתה-ז-שיעור-9-האיבר-בסדרה,כיתה ז - שיעור 9 -  האיבר בסדרה,http://www.youtube.com/watch?v=t8Ia90v-hBs
אלגברה שיעורים,ch-40-algebra-zain,,נלמד כיצד לבנות ביטוי אלגברי מתאים כאשר נתון איבר הסדרה והאיבר העוקב שלו גדול/קטן ממנו במספר מסויים ומבקשים למצוא את האיבר הבא.,1175,כיתה-ז-שיעור-10-ביטוי-אלגברי-הסבר,כיתה ז - שיעור 10 א - ביטוי אלגברי - הסבר,http://www.youtube.com/watch?v=oRGNYxIpzlA
אלגברה שיעורים,ch-40-algebra-zain,,נלמד לפתור שאלות מילוליות בעזרת ביטויים אלגבריים.,1178,כיתה-ז-שיעור-11-ביטויים-אלגבריים-שאלות,כיתה ז - שיעור 11 - ביטויים אלגבריים - שאלות מילוליות,http://www.youtube.com/watch?v=Jni4DIxDjM4
אלגברה שיעורים,ch-40-algebra-zain,,נסביר מהם ביטויים שווי ערך; נלמד מהו המקדם של משתנה כלשהו וכיצד ניתן לחבר ולחסר באמצעות המקדמים את הביטויים האלגבריים.,1180,כיתה-ז-שיעור-12-כינוס-איברים-הסבר,כיתה ז - שיעור 12 - כינוס איברים - הסבר,http://www.youtube.com/watch?v=Fx6IF0z4jo0
אלגברה שיעורים,ch-40-algebra-zain,,נלמד לתת ערך מספרי למשתנים בביטויים אלגבריים. נציב מספר במקום המשתנה ונחשב את הביטוי האלגברי.,1182,כיתה-ז-שיעור-13-הצבת-מספרים,כיתה ז - שיעור 13 - הצבת מספרים,http://www.youtube.com/watch?v=q0fU9VIrSco
אלגברה שיעורים,ch-40-algebra-zain,,נלמד כיצד לייצג מספר דו ספרתי בעזרת ביטוי אלגברי  וכיצד לכתוב ביטוי אלגברי שמייצג את המספר הנ''ל בסדר ספרות הפוך. נפתור שאלה מילולית בנושא תנועה כאשר אנו יודעים שדרך = מהירות x זמן,1184,כיתה-ז-שיעור-14-שאלות-מילוליות,כיתה ז - שיעור 14 - שאלות מילוליות,http://www.youtube.com/watch?v=hGshWF3Qma0
אלגברה שיעורים,ch-40-algebra-zain,,"נלמד שכאשר מכפילים מספר באחד, התוצאה היא המספר עצמו. וכאשר מחלקים מספר באחד התוצאה היא המספר עצמו. כאשר מחלקים מספר בעצמו התוצאה היא אחד.",1187,כיתה-ז-שיעור-15-תרגילים-עם-המספר-אחד,כיתה ז - שיעור 15 - תרגילים עם  המספר אחד,http://www.youtube.com/watch?v=4cIrJGxr19A
אלגברה שיעורים,ch-40-algebra-zain,,"נלמד שכאשר מוסיפים או מחסירים ממספר את המספר אפס, התוצאה נשארת המספר עצמו. כאשר מכפילים מספר באפס התוצאה אפס. כאשר מחלקים אפס במספר התוצאה אפס אולם כאשר מחלקיפ מספר באפס, התוצאה חסרת משמעות.",1190,כיתה-ז-שיעור-16-תרגילים-עם-המספר-אפס,כיתה ז - שיעור 16 - תרגילים עם המספר אפס,http://www.youtube.com/watch?v=wyV2VW8CSuw
אלגברה שיעורים,ch-40-algebra-zain,,אם תרגיל מורכב מפעולות החיבור ו/או החיסור  עם פעולות הכפל ו/או החילוק  – ללא סוגריים –  מבצעים את פעולות הכפל והחילוק לפני פעולות החיבור והחיסור.,6064,כיתה-ז-שיעור-01-ב-סדר-פעולות-החשבון-ללא-ס,כיתה ז - שיעור 01 ב - סדר פעולות החשבון ללא סוגריים,http://www.youtube.com/watch?v=zd72lzAEK0I
אלגברה שיעורים,ch-40-algebra-zain,,נפתור תרגילים בנושא סדר פעולות חשבון עם מספרים חסרים,6071,כיתה-ז-שיעור-02-ב-סדר-פעולות-חשבון-עם-סוג,כיתה ז - שיעור 02 ב - סדר פעולות חשבון עם סוגריים,http://www.youtube.com/watch?v=BavT3Gym0vA
אלגברה שיעורים,ch-40-algebra-zain,,נכיר מהי סדרה וננסה למצוא קשר בין מספר בסדרה לבין המקום של המספר בסדרה,6487,כיתה-ז-שיעור-06-ב-חוקיות-בסדרות,כיתה ז - שיעור 06 ב - חוקיות בסדרות,http://www.youtube.com/watch?v=3zJC-XAyxCw
אלגברה שיעורים,ch-40-algebra-zain,,"הוא אות אנגלית למשל a שהערך שלה ניתן לקביעה ולשינוי לפי הצורך. ביטוי אלגברי הוא צירוף של מספרים ומשתנים הקשורים ביניהם  בפעולות מתמטיות. ביטוי המורכב מאותיות, מספרים ומסימני פעולה .",7257,כיתה-ז-שיעור-10-ג-המשתנה-והביטוי-האלגברי,כיתה ז - עמרי - שיעור 08 א - הסבר - המשתנה והביטוי האלגברי,http://www.youtube.com/watch?v=q5pvvbHYfy4
אלגברה שיעורים,ch-40-algebra-zain,,"נפתור תרגילים בנושא פישוט ביטוי אלגברי, כינוס איברים דומים והצבה בביטויים אלגברים.",7389,כיתה-ז-עמרי-שיעור-10-ב-פישוט-כינוס-ביטוי,"כיתה ז - עמרי - שיעור 10 ב - הסבר - פישוט, כינוס ביטויים אלגברים",http://www.youtube.com/watch?v=2-LnK7qJTyA
אלגברה שיעורים,ch-40-algebra-zain,,נלמד ששינוי סדר המחוברים אינו משנה את הסכום - חוק החילוף וכן נפתור תרגילים הקשורים לנושא ושאלות מילוליות.,1192,כיתה-ז-שיעור-17-חוק-החילוף-של-החיבור,כיתה ז - שיעור 17 - חוק החילוף של החיבור,http://www.youtube.com/watch?v=--8HvaCtBt0
אלגברה שיעורים,ch-40-algebra-zain,,נלמד על חוק הקיבוץ של החיבור ושל הכפל. ונראה בעזרת תרגילים שלפעמים יותר קל לפתור תרגיל כאשר מקבצים את 2 הגורמים הראשונים או האחרונים כאשר משתמשים בפעולת החיבור או הכפל.,1194,כיתה-ז-שיעור-18-חוק-הקיבוץ,כיתה ז - שיעור 18 - חוק הקיבוץ,http://www.youtube.com/watch?v=19HY8p2HTcI
אלגברה שיעורים,ch-40-algebra-zain,,"נלמד כיצד לפתור תרגילים ושאלות מילוליות בעזרת חוק החילוף של הכפל - שינוי סדר הכופלים, אינו משנה את המכפלה.",1196,כיתה-ז-שיעור-19-חוק-החילוף,כיתה ז - שיעור 19 - חוק החילוף,http://www.youtube.com/watch?v=NHjyA99Zhv8
אלגברה שיעורים,ch-40-algebra-zain,,נלמד כיצד לפתור תרגילים בעזרת חוק הפילוג של הכפל עם חיבור ועם חיסור.,1199,כיתה-ז-שיעור-20-חוק-הפילוג,כיתה ז - שיעור 20 - חוק הפילוג,http://www.youtube.com/watch?v=iZYV7lwPLKs
אלגברה שיעורים,ch-40-algebra-zain,,"כאשר יש לפני הסוגריים סימן חיבור, נלמד כיצד להשמיט את הסוגריים ולחשב את התרגיל לפי סדר פעולות החשבון.",1201,כיתה-ז-שיעור-21-חיבור,כיתה ז - שיעור 21 - חיבור,http://www.youtube.com/watch?v=BUSWr_Qz9CE
אלגברה שיעורים,ch-40-algebra-zain,,"כאשר פותחים סוגריים עם סימן חיסור לפניהם, משנים את הסימנים של כל הגורמים שנמצאים בסוגריים - סימן חיבור הופך לחיסור וסימן חיסור הופך לחיבור.",1203,כיתה-ז-שיעור-22-חיסור,כיתה ז - שיעור 22 - חיסור,http://www.youtube.com/watch?v=TC9eWTD3WhA
אלגברה שיעורים,ch-40-algebra-zain,,נלמד על כלל החילוק במכפלה  ועל כלל החילוק במנה.,1205,כיתה-ז-שיעור-23-חילוק,כיתה ז - שיעור 23 - חילוק,http://www.youtube.com/watch?v=bXfOZAKaOQM
אלגברה שיעורים,ch-40-algebra-zain,,"נלמד על פעולת העלאה בחזקה, על מעריך החזקה ועל בסיסה. נלמד שכאשר אין סוגריים, קודמת פעולת העלאה בחזקה לפעולת הכפל והחילוק ולפעולת החיבור והחיסור. כאשר יש סוגריים, פותרים קודם כל את מה שיש בתוך הסוגריים ואח''כ פותרים לפי כללי פעולות החשבון שנלמדו בעבר.",1207,כיתה-ז-שיעור-24-חזקות,כיתה ז - שיעור 24 - חזקות,http://www.youtube.com/watch?v=leXNeNC0wI0
אלגברה שיעורים,ch-40-algebra-zain,,נלמד כיצד להוציא שורש ריבועי ממספר כלשהו ונבדוק את התוצאה על ידי העלאה בריבוע של המספר שהתקבל והשוואתו למספר שממנו הוצאנו שורש ריבועי.,1209,כיתה-ז-שיעור-25-שורש-ריבועי,כיתה ז - שיעור 25 - שורש ריבועי,http://www.youtube.com/watch?v=QqfEnr85OyI
אלגברה שיעורים,ch-40-algebra-zain,,נלמד על זיהוי מספרים מכוונים בעזרת ציר/ישר המספרים. נלמד שכל המספרים שנמצאים מימין לאפס - על ציר/ישר המספרים - נקראים מספרים חיוביים שגדולים מאפס וכל המספרים שנמצאים משמאל לאפס נקראים מספרים שליליים והם קטנים מאפס.,1211,כיתה-ז-שיעור-26-מספרים-מכוונים-הסבר,כיתה ז - שיעור 26 - מספרים מכוונים - הסבר,http://www.youtube.com/watch?v=u5YB0uqK_ok
אלגברה שיעורים,ch-40-algebra-zain,,נלמד לזהות מספרים חיוביים ושליליים על ציר המספרים. ונפתור שאלה מילולית בעזרת ציר המספרים שעליו מסומנים המספרים החיוביים מימין לאפס והמספרים השליליים משמאל לאפס.,1214,כיתה-ז-שיעור-27-ציר-המספרים-תרגילים,כיתה ז - שיעור 27 - ציר המספרים - תרגילים,http://www.youtube.com/watch?v=jzuUszceAUA
אלגברה שיעורים,ch-40-algebra-zain,,"נלמד להתאים סימן מתאים - גדול, קטן או שווה - למספרים חיוביים ושליליים בהתאם למיקומם ביחס לאפס. מספרים חיוביים גדולים מאפס ונמצאים מימינו על ציר המספרים ומספרים שליליים קטנים מאפס ונמצאים משמאלו.",1216,כיתה-ז-שיעור-28-מספרים-מכוונים-גדולים-וק,כיתה ז - שיעור 28 - מספרים מכוונים גדולים וקטנים,http://www.youtube.com/watch?v=ySz1i1lAPmM
אלגברה שיעורים,ch-40-algebra-zain,,נלמד כיצד לפתור שאלות מילוליות שבהן יש צורך להשתמש במספרים מכוונים.,1218,כיתה-ז-שיעור-29-מספרים-מכוונים-שאלות-מי,כיתה ז - שיעור 29 - מספרים מכוונים - שאלות מילוליות,http://www.youtube.com/watch?v=MKGmFzIYmMA
אלגברה שיעורים,ch-40-algebra-zain,,נסביר מהו ערך מוחלט ונפתור תרגילים בנושא בעזרת ציר המספרים.,1220,כיתה-ז-שיעור-30-ערך-מוחלט-הסבר,כיתה ז - שיעור 30 - ערך מוחלט - הסבר,http://www.youtube.com/watch?v=9w09l1XFLLQ
אלגברה שיעורים,ch-40-algebra-zain,,נלמד כיצד פותרים תרגילים עם ערך מוחלט.,1222,כיתה-ז-שיעור-31-ערך-מוחלט-תרגילים,כיתה ז - שיעור 31 - ערך מוחלט - תרגילים,http://www.youtube.com/watch?v=L2fzlM4TPS4
אלגברה שיעורים,ch-40-algebra-zain,,נפתור תרגילים הקשורים לציר המספרים ונראה כיצד יש להסתכל על נקודה נתונה על ציר המספרים וכיצד יש לענות בקלות על השאלות הנשאלות במבחן.,1224,כיתה-ז-שיעור-32-תרגילים-ממבחני-מיצב,כיתה ז - שיעור 32 - תרגילים ממבחני מיצ''ב,http://www.youtube.com/watch?v=hNa_php418E
אלגברה שיעורים,ch-40-algebra-zain,,נלמד לחבר מספרים מכוונים לפי הכללים - חיבור 2 מספרים חיוביים נותן תוצאה חיובית וחיבור שני מספרים שליליים נותן תוצאה שלילית. בחיבור שני מספרים שוני סימן - מחסרים את המספר הקטן מהגדול והתוצאה תהיה לפי הסימן של המספר הגדול.,1226,כיתה-ז-שיעור-33-חיבור-מספרים-מכוונים,כיתה ז - שיעור 33 - חיבור מספרים מכוונים,http://www.youtube.com/watch?v=O2vmqG8_jYs
אלגברה שיעורים,ch-40-algebra-zain,,"חיסור מספרים מכוונים לפי הכללים - במקום לחסר מספר מסויים, מחברים את המספר הנגדי לו. נפתור תרגילים בנושא.",1228,כיתה-ז-שיעור-34-חיסור-מספרים-מכוונים,כיתה ז - שיעור 34 - חיסור מספרים מכוונים,http://www.youtube.com/watch?v=wIjz02Mhsbg
אלגברה שיעורים,ch-40-algebra-zain,,מכפלה של שני מספרים בעלי סימנים זהים הינה חיובית. מכפלה של שני מספרים שוני סימן הינה שלילית.,1230,כיתה-ז-שיעור-35-כפל-מספרים-מכוונים,כיתה ז - שיעור 35 - כפל מספרים מכוונים,http://www.youtube.com/watch?v=WfKa34EOjUo
אלגברה שיעורים,ch-40-algebra-zain,,מנת החילוק של שני מספרים בעלי סימנים זהים היא חיובית. מנת החילוק של שני מספרים בעלי סימנים שונים היא שלילית.,1232,כיתה-ז-שיעור-36-חילוק-מספרים-מכוונים,כיתה ז - שיעור 36 - חילוק מספרים מכוונים,http://www.youtube.com/watch?v=N8M_j45x6hI
אלגברה שיעורים,ch-40-algebra-zain,,"נפתור תרגילים לפי הכללים הבאים: כאשר בסיס החזקה חיובי, הסימן של תוצאת פעולת החזקה הוא חיובי. כאשר בסיס החזקה שלילי, והמעריך הוא מספר זוגי - הסימן של תוצאת פעולת החזקה הוא חיובי. כאשר בסיס החזקה שלילי, והמעריך הוא מספר אי-זוגי - הסימן של תוצאת פעולת החזקה הוא שלילי.",1235,כיתה-ז-שיעור-37-חזקות-עם-מספרים-מכוונים,כיתה ז - שיעור 37 - חזקות עם מספרים מכוונים,http://www.youtube.com/watch?v=7BRkjjjv-Bs
